RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
807,15613355,AP Rice,793,France,Female,33,0,0,1,0,0,175544.02,0
808,15798942,AP Cox,628,France,Male,69,5,0,2,1,1,181964.6,0
809,15708953,AP Martin,598,Germany,Male,53,10,167772.96,1,1,1,136886.86,0
810,15778499,AP Ikenna,657,France,Female,37,6,95845.6,1,1,0,122218.23,0
811,15699466,AP Davide,618,France,Female,35,10,0,2,1,0,180439.75,0
812,15650028,AP Alexander,681,Spain,Male,65,7,134714.7,2,0,1,190419.81,0
813,15579016,AP Piazza,516,Spain,Female,33,3,0,2,1,1,58685.59,0
814,15775342,AP Ni,421,Germany,Male,28,8,122384.22,3,1,1,89017.38,1
815,15641691,AP Black,700,France,Female,26,2,0,2,0,0,50051.42,0
816,15619744,AP Harker,745,France,Male,25,5,157993.15,2,1,0,146041.45,0
817,15734601,AP Hughes,696,France,Male,29,8,0,2,1,0,191166.09,0
818,15806474,AP Chiabuotu,580,Germany,Female,42,2,123331.36,1,0,0,103516.08,1
819,15592005,AP Kuo,497,Spain,Male,27,9,75263.16,1,1,1,164825.04,0
820,15747843,AP Gallagher,720,France,Female,43,6,137824.03,2,1,0,172557.77,0
821,15596975,AP Calabresi,659,Germany,Male,36,4,132578.92,2,1,0,84320.94,0
822,15716191,AP Shaw,841,France,Female,36,5,156021.31,1,0,0,122662.98,0
823,15765347,AP Zhirov,642,Spain,Male,34,8,0,1,1,0,72085.1,0
824,15757847,AP Lloyd,732,Spain,Female,69,9,137453.43,1,0,1,110932.24,1
825,15603866,AP Palmer,600,Spain,Male,36,4,0,2,1,0,143635.36,0
826,15660638,AP Ch'eng,464,Germany,Male,33,8,164284.72,2,1,1,3710.34,0
827,15660571,AP Avent,680,France,Female,47,5,0,2,1,1,179843.33,0
828,15666669,AP Huang,758,Spain,Male,56,1,0,2,1,1,10643.38,0
829,15596950,AP Shaw,630,Germany,Female,31,2,112373.49,2,1,1,131167.98,0
830,15639824,AP Yuan,577,France,Female,39,10,0,2,1,0,10553.31,0
831,15695882,AP Hawkins,684,France,Female,34,6,0,2,1,1,130928.22,0
832,15726270,AP Trentini,708,Spain,Female,41,5,0,1,0,1,157003.99,0
833,15798000,AP Cameron,732,Germany,Female,29,1,154333.82,1,1,1,138527.56,0
834,15625917,AP Koehler,634,Germany,Male,37,3,111432.77,2,1,1,167032.49,0
835,15780664,AP Wu,633,France,Female,30,6,0,2,0,0,41642.29,0
836,15575919,AP Manna,559,France,Male,34,2,137390.11,2,1,0,9677,0
837,15585072,AP Okoli,694,Spain,Female,37,3,0,2,1,1,147012.22,0
838,15589524,AP Ch'eng,686,Germany,Female,56,5,111642.08,1,1,1,80553.87,0
839,15585924,AP Nwokezuike,553,Spain,Female,48,3,0,1,0,1,30730.95,1
840,15727951,AP Artemiev,507,France,Male,36,4,83543.37,1,0,0,140134.43,0
841,15707603,AP Esposito,732,Germany,Male,50,6,145338.76,1,0,0,91936.1,1
842,15737828,AP Abbie,818,France,Female,31,1,186796.37,1,0,0,178252.63,0
843,15599469,AP Fanucci,660,Germany,Male,35,8,58641.43,1,0,1,198674.08,0
844,15672048,AP Jen,773,Spain,Female,41,5,0,1,1,0,28266.9,1
845,15807019,AP Moss,640,France,Male,44,3,137148.68,1,1,0,92381.01,0
846,15592258,AP Lo,505,France,Male,49,7,80001.23,1,0,0,135180.11,0
847,15609004,AP Averyanov,714,Germany,Male,21,6,86402.52,2,0,0,27330.59,0
848,15586995,AP Unaipon,468,France,Female,42,5,0,2,1,0,125305.34,0
849,15646594,AP Clamp,611,Spain,Male,51,1,122874.74,1,1,1,149648.45,0
850,15725847,AP Lim,705,France,Male,25,0,97544.29,1,0,1,59887.15,0
851,15572301,AP Wu,646,Germany,Male,46,1,170826.55,2,1,0,45041.32,0
852,15794084,AP Wan,667,Germany,Female,48,1,97133.92,2,0,0,113316.77,1
853,15677646,AP Chambers,511,Germany,Female,41,8,153895.65,1,1,1,39087.42,0
854,15745048,AP Pettit,653,France,Female,43,6,0,2,1,1,7330.59,0
855,15601625,AP Baresi,675,France,Female,57,8,0,2,0,1,95463.29,0
856,15686472,AP Newbery,523,Spain,Male,32,4,0,2,1,0,167848.02,0
857,15693900,AP Iheanacho,567,Germany,Female,49,5,134956.02,1,1,0,93953.84,1
858,15760586,AP Duncan,741,Spain,Male,39,7,143637.58,2,0,1,174227.66,0
859,15686173,AP Barry,456,Spain,Male,32,9,147506.25,1,1,1,135399.21,0
860,15809123,AP Landry,598,France,Male,64,1,0,2,1,0,195635.3,1
861,15807699,AP McGregor,667,France,Male,43,8,190227.46,1,1,0,97508.04,1
862,15809136,AP Nucci,548,France,Female,32,2,172448.77,1,1,0,188083.77,1
863,15794952,AP Pirogov,725,France,Male,41,7,113980.21,1,1,1,116704.25,0
864,15614251,AP Oguejiofor,717,France,Male,53,6,0,2,0,1,97614.87,0
865,15805485,AP Ugochukwu,594,France,Male,38,4,0,2,0,0,186884.04,0
866,15687019,AP Rohu,678,Germany,Female,25,10,76968.12,2,0,1,131501.72,0
867,15808053,AP Cary,545,France,Male,38,1,88293.13,2,1,1,24302.95,0
868,15756840,AP O'Loghlen,636,France,Female,48,1,170833.46,1,1,0,110510.28,1
869,15646846,AP Quinn,603,Germany,Male,44,6,108122.39,2,1,0,108488.33,1
870,15710460,AP Page,435,France,Male,36,4,0,1,1,1,197015.2,0
871,15799458,AP Evans,535,France,Female,40,8,0,1,1,1,27689.77,0
872,15692786,AP McGregor,629,Germany,Female,45,7,129818.39,3,1,0,9217.55,1
873,15794585,AP Andrews,722,France,Female,35,2,163943.89,2,1,1,15068.18,0
874,15803800,AP Stanley,561,France,Male,28,7,0,2,1,0,7797.01,0
875,15674876,AP Chiazagomekpere,645,France,Female,38,5,101430.3,2,0,1,4400.32,0
876,15653798,AP Chidiebele,501,France,Female,39,9,117301.66,1,0,0,182025.95,0
877,15581265,AP Gregory,502,Germany,Female,32,1,173340.83,1,0,1,122763.95,0
878,15800264,AP Bednall,652,Spain,Female,42,4,0,2,1,1,38152.01,0
879,15656369,AP Jen,574,France,Female,33,3,134348.57,1,1,0,63163.99,0
880,15697533,AP She,518,France,Female,45,9,105525.65,2,1,1,73418.29,0
881,15585398,AP Simmons,749,France,Female,60,6,0,1,1,0,17978.68,1
882,15571964,AP Fraser,679,France,Female,43,4,0,3,1,0,115136.51,1
883,15785555,AP May,565,France,Male,36,6,106192.1,1,1,0,149575.59,0
884,15743043,AP Seabrook,643,France,Female,45,4,45144.43,1,1,0,60917.24,1
885,15777247,AP Herrera,515,France,Male,65,7,92113.61,1,1,1,142548.33,0
886,15721971,AP Kincaid,521,France,Male,25,7,0,2,1,1,157878.67,0
887,15591747,AP Sleeman,739,Spain,Male,38,0,128366.44,1,1,0,12796.43,0
888,15625057,AP Hung,585,France,Male,42,2,0,2,1,1,18657.77,0
889,15703004,AP Artemieva,733,Germany,Male,74,3,106545.53,1,1,1,134589.58,0
890,15600498,AP Barwell,542,France,Female,43,8,145618.37,1,0,1,10350.74,0
891,15768140,AP Wright,788,Spain,Male,37,8,141541.25,1,0,0,66013.27,0
892,15780176,AP Bellucci,435,Germany,Male,32,2,57017.06,2,1,1,5907.11,0
893,15585291,AP Moore,577,France,Male,42,9,0,1,1,0,74077.91,0
894,15772817,AP Ball,703,France,Female,51,3,0,3,1,1,77294.56,1
895,15670023,AP Sung,728,Germany,Female,35,8,125884.95,2,1,0,54359.02,1
896,15697036,AP Mello,728,Germany,Male,32,5,61825.5,1,1,1,156124.93,0
897,15733155,AP Mistry,718,France,Male,35,8,0,2,1,0,94820.85,0
898,15782426,AP T'ien,621,France,Female,40,6,0,1,1,0,155155.25,0
899,15654736,AP Fallaci,523,France,Female,40,2,102967.41,1,1,0,128702.1,1
900,15632246,AP Hill,657,Germany,Male,25,2,171770.55,1,1,0,22745.5,0
901,15642077,AP Burns,727,Germany,Male,40,1,93051.64,2,1,0,71865.31,1
902,15709773,AP Hunter,643,France,Male,36,7,161064.64,2,0,1,84294.82,0
903,15792424,AP Li,645,France,Female,48,7,90612.34,1,1,1,149139.13,0
904,15786050,AP Ku,568,France,Male,28,5,145105.64,2,1,0,185489.11,0
905,15794616,AP Ch'en,599,France,Male,58,4,0,1,0,0,176407.15,1
906,15676000,AP Chukwukadibia,672,France,Female,45,9,0,1,1,1,92027.69,1
907,15814311,AP Zikoranachidimma,685,France,Male,33,6,174912.72,1,1,1,43932.54,0
908,15724884,AP Oluchukwu,516,France,Female,46,1,104947.72,1,1,0,115789.25,1
909,15754749,AP Rivera,685,Spain,Male,31,10,135213.71,1,1,1,125777.28,0
910,15693850,AP Niu,806,Spain,Male,25,7,0,2,1,0,18461.9,0
911,15599696,AP Bennett,604,France,Male,36,6,116229.85,2,1,1,79633.38,0
912,15746526,AP Wollstonecraft,648,Spain,Female,53,6,111201.41,1,1,1,121542.29,0
913,15566127,AP Thomsen,545,Spain,Female,32,4,0,1,1,0,94739.2,0
914,15655997,AP Palermo,756,Germany,Male,27,1,131899,1,1,0,93302.29,0
915,15710440,AP Chinwendu,569,France,Male,35,10,124525.52,1,1,1,193793.78,0
916,15775661,AP McKenzie,596,France,Male,47,6,0,1,1,0,74835.65,0
917,15792364,AP James,475,France,Male,39,6,0,1,1,1,56999.9,1
918,15719892,AP Lamb,646,France,Female,45,3,47134.75,1,1,1,57236.44,0
919,15593809,AP Olejuru,784,Spain,Male,35,3,0,2,0,0,81483.64,0
920,15733150,AP Hay,552,Spain,Male,45,9,0,2,1,0,26752.56,0
921,15797784,AP Lu,729,France,Male,44,5,0,2,0,1,9200.54,0
922,15743447,AP Chiawuotu,609,Spain,Male,61,1,0,1,1,0,22447.85,1
923,15753373,AP Yeates,555,France,Male,51,5,0,3,1,0,189122.89,1
924,15601062,AP Gallagher,572,Germany,Female,19,1,138657.08,1,1,1,16161.82,0
925,15658521,AP Heath,785,France,Female,34,9,70302.48,1,1,1,68600.36,0
926,15636767,AP Ts'ai,714,Germany,Female,36,1,101609.01,2,1,1,447.73,0
927,15628339,AP Thurgood,738,Spain,Male,35,3,0,1,1,1,15650.73,0
928,15633497,AP Pai,639,Germany,Male,38,5,130170.82,1,1,1,149599.62,0
929,15677171,AP Lorenzo,520,Germany,Male,61,8,133802.29,2,1,1,90304.01,0
930,15590912,AP Knupp,764,France,Female,24,7,106234.02,1,0,0,115676.38,0
931,15790818,AP Baryshnikov,661,Spain,Male,39,6,132628.98,1,0,0,38812.67,0
932,15700512,AP Azubuike,564,Germany,Male,41,9,103522.75,2,1,1,34338.21,0
933,15634177,AP Shephard,708,Germany,Female,42,8,192390.52,2,1,0,823.36,0
934,15737831,AP Scott,512,Spain,Male,36,1,0,1,0,1,135482.26,1
935,15790335,AP Williamson,592,Spain,Male,37,9,0,3,1,1,10656.89,0
936,15675352,AP Avdeeva,619,France,Female,38,3,0,2,0,1,116467.35,0
937,15613666,AP Tang,775,France,Male,52,8,109922.61,1,1,1,96823.32,1
938,15662136,AP Hsu,850,Germany,Female,44,5,128605.32,1,0,1,171096.2,0
939,15668068,AP Buchanan,577,France,Female,37,4,0,1,1,1,79881.39,0
940,15599325,AP Yeh,724,France,Female,37,10,68598.56,1,1,0,157862.82,0
941,15754120,AP Palazzi,710,Spain,Male,35,1,106518.52,1,1,1,127951.81,0
942,15676557,AP Y?an,696,France,Female,31,8,0,2,0,0,191074.11,0
943,15804622,AP Lin,376,France,Female,46,6,0,1,1,0,157333.69,1
944,15781501,AP Schofield,675,Germany,Female,29,8,121326.42,1,1,0,133457.52,0
945,15729398,AP Lombardi,745,France,Male,36,8,67226.37,1,1,0,130789.6,0
946,15709331,AP Wall,697,Spain,Female,25,5,82931.85,2,1,1,128373.88,0
947,15745360,AP Milani,599,Spain,Female,39,4,0,1,1,0,194273.2,1
948,15741372,AP Ejimofor,715,France,Female,38,5,118590.41,1,1,1,5684.17,1
949,15783695,AP Blackburn,659,France,Male,67,4,145981.87,1,1,1,131043.2,0
950,15621017,AP Wickham,684,France,Female,48,3,73309.38,1,0,0,21228.34,1
951,15630364,AP Bird,635,France,Female,48,8,130796.33,2,1,1,43250.3,0
952,15785935,AP Ch'en,789,Germany,Male,33,8,151607.56,1,1,0,4389.4,0
953,15606185,AP Wood,571,Germany,Female,66,9,111577.01,1,0,1,189271.9,0
954,15671175,AP Brizendine,694,Spain,Male,39,0,107042.74,1,1,1,102284.2,0
955,15660465,AP Ch'in,665,Spain,Female,42,2,156371.61,2,0,1,156774.94,1
956,15571038,AP Yusupov,706,France,Female,44,4,129605.99,1,0,0,69865.49,0
957,15631717,AP Jibunoh,807,Spain,Female,43,0,0,2,0,1,85523.24,0
958,15731558,AP Ts'ui,771,Spain,Female,67,8,0,2,1,1,51219.8,0
959,15619565,AP Ndukaku,531,Spain,Male,27,8,132576.25,1,0,0,7222.92,0
960,15628070,AP Wilder,629,France,Female,37,6,129101.3,1,1,1,23971.33,0
961,15686200,AP Maclean,850,Germany,Female,31,1,108822.4,1,1,1,132173.31,0
962,15582833,AP Ch'iu,685,Spain,Male,35,4,137948.51,1,1,0,113639.64,0
963,15753867,AP Cox,642,Spain,Male,32,7,100433.8,1,1,1,39768.59,0
964,15731851,AP Nepean,529,Spain,Male,63,4,96134.11,3,1,0,108732.96,1
965,15580992,AP McNess,683,Germany,Female,43,4,115888.04,1,1,1,117349.19,1
966,15602120,AP Coles,663,France,Female,42,5,124626.07,1,1,1,78004.5,0
967,15589841,AP Benson,563,France,Female,34,6,139810.34,1,1,1,152417.79,0
968,15720929,AP Gilbert,637,Spain,Female,34,9,0,2,0,0,26057.08,0
969,15641045,AP Wilhelm,544,France,Male,37,3,84496.71,1,0,0,79972.09,0
970,15605962,AP Sinclair,649,Germany,Male,70,9,116854.71,2,0,1,107125.79,0
971,15805991,AP L?,638,France,Female,48,10,138333.03,1,1,1,47679.14,0
972,15801524,AP Buckner,723,France,Male,25,3,0,2,1,1,134509.47,0
973,15605954,AP Padovesi,635,Germany,Male,43,5,78992.75,2,0,0,153265.31,0
974,15779747,AP Gray,750,Spain,Female,38,7,97257.41,2,0,1,179883.04,0
975,15705656,AP Lu,730,France,Male,34,5,122453.37,2,1,0,138882.98,0
976,15685393,AP Wright,750,Spain,Female,36,8,112940.07,1,0,1,9855.81,0
977,15570096,AP Palerma,586,France,Female,43,8,132558.26,1,1,0,67046.83,1
978,15582652,AP Y?an,520,France,Female,38,4,0,2,1,0,56388.63,0
979,15799551,AP Wei,652,France,Female,48,8,133297.24,1,1,0,77764.37,0
980,15642973,AP Padovesi,550,France,Female,46,7,0,2,1,0,130590.35,0
981,15624765,AP Tsao,594,France,Male,27,0,197041.8,1,0,0,151912.49,0
982,15566192,AP Franklin,749,Germany,Female,44,0,71497.79,2,0,0,151083.8,0
983,15792396,AP Clark,668,France,Male,32,7,0,2,1,1,777.37,0
984,15807044,AP McGregor,614,Germany,Female,35,6,128100.28,1,0,0,69454.24,1
985,15704806,AP Pan,773,France,Male,25,1,124532.78,2,0,1,11723.57,0
986,15756511,AP Kenniff,551,Germany,Male,31,9,82293.82,2,1,1,91565.25,0
987,15655375,AP Spencer,566,France,Male,36,1,142120.91,1,1,0,79616.37,0
988,15613785,AP Lees,569,Spain,Male,34,0,151839.26,1,1,0,102299.81,1
989,15664557,AP David,659,Spain,Male,31,7,149620.88,2,1,1,104533.51,0
990,15681242,AP Hsing,722,France,Female,49,3,168197.66,1,1,0,140765.57,1
991,15745563,AP Burke,655,France,Male,37,5,93147,2,1,0,66214.13,0
992,15806962,AP Watson,615,France,Female,35,2,97440.02,2,1,1,139816.1,0
993,15724599,AP Hawkins,752,Germany,Female,42,3,65046.08,2,0,1,140139.28,0
994,15782935,AP Ginn,661,Spain,Female,28,7,95357.49,1,0,0,102297.15,0
995,15623557,AP Sozonov,838,Spain,Male,43,9,123105.88,2,1,0,145765.83,0
996,15810254,AP Sun,610,Spain,Male,29,9,0,3,0,1,83912.24,0
997,15645657,AP Hunter,811,Spain,Male,44,3,0,2,0,1,78439.73,0
998,15608150,AP Manfrin,587,Spain,Male,62,7,121286.27,1,0,1,6776.92,0
999,15659593,AP Artamonova,811,Germany,Female,28,4,167738.82,2,1,1,9903.42,0
1000,15787808,AP Hansen,759,France,Female,38,1,104091.29,1,0,0,91561.91,0
1001,15691147,AP Pai,648,Germany,Female,42,8,121980.56,2,1,0,4027.02,0
1002,15592125,AP Larsen,788,France,Female,43,10,0,2,1,1,116111.51,0
1003,15633933,AP Owen,725,Germany,Male,39,1,50880.98,2,1,1,184023.54,0
1004,15701337,AP Murphy,646,France,Female,42,3,175159.9,2,0,0,67124.48,1
1005,15723721,AP Ekechukwu,601,Germany,Female,26,7,105514.69,2,1,0,50070.59,0
1006,15701638,AP Ayers,521,Germany,Male,52,5,116497.31,3,0,0,53793.1,1
1007,15739225,AP Johnson,561,Spain,Female,33,6,0,2,1,0,45261.47,0
1008,15573122,AP Millar,564,France,Male,42,7,99824.45,1,1,1,36721.4,0
1009,15569086,AP Farrell,444,France,Male,45,6,0,1,1,0,130009.85,1
1010,15750801,AP Sanders,650,Spain,Male,71,0,0,1,1,1,175380.77,0
1011,15799847,AP Herrera,724,France,Male,40,10,0,1,1,0,127847.25,1
1012,15698478,AP Eberechukwu,719,Spain,Male,35,3,122964.88,1,1,1,138231.7,0
1013,15655310,AP Bardin,548,France,Female,29,4,0,2,0,1,48673.18,0
1014,15603630,AP Nwankwo,635,Spain,Male,24,4,0,2,1,1,70668.77,0
1015,15585997,AP Talbot,496,Spain,Female,43,3,0,2,0,1,199505.53,0
1016,15686972,AP McGregor,676,France,Female,37,5,89634.69,1,1,1,169583.18,1
1017,15770460,AP Onyeorulu,541,Germany,Male,40,7,95710.11,2,1,0,49063.42,0
1018,15587487,AP Goold,778,Germany,Male,41,7,139706.31,1,1,0,63337.19,0
1019,15602046,AP Zikoranaudodimma,850,Germany,Female,45,5,103909.86,1,1,0,60083.11,1
1020,15600619,AP Garner,633,France,Male,31,1,0,1,1,0,48606.71,0
1021,15654709,AP Onyinyechukwuka,625,France,Male,49,6,173434.9,1,1,0,165580.93,1
1022,15717200,AP Genovese,485,Spain,Male,32,6,102238.01,2,1,1,194010.12,0
1023,15765050,AP Mai,547,France,Female,48,1,179380.74,2,0,1,69263.1,0
1024,15682675,AP Marshall,642,France,Male,32,3,0,2,1,1,88698.83,0
1025,15729315,AP Naylor,718,France,Female,25,4,108691.95,1,1,0,63030.97,0
1026,15759841,AP Pinto,582,France,Female,32,4,0,2,1,0,59668.81,0
1027,15767900,AP Fulton,628,France,Male,33,6,0,2,0,0,184230.23,0
1028,15769984,AP Palerma,737,Germany,Male,35,0,133377.8,1,0,1,64050.19,0
1029,15686381,AP McCaffrey,828,Spain,Male,34,9,0,2,1,1,81853.98,0
1030,15688107,AP Collins,609,Spain,Male,53,10,0,1,1,1,154642.91,0
1031,15681210,AP Zuev,730,France,Male,39,1,116537.6,1,0,0,145679.6,0
1032,15667557,AP Crawford,631,France,Female,22,3,0,2,0,0,30781.77,0
1033,15750279,AP Genovese,830,Spain,Male,40,4,0,2,0,1,81622.52,0
1034,15695511,AP Maclean,645,France,Male,29,1,130131.08,2,0,1,196474.35,0
1035,15689212,AP Fabro,663,France,Male,46,3,0,2,0,1,176276.1,0
1036,15652991,AP Price,678,Spain,Male,30,0,0,1,1,0,35113.08,0
1037,15668994,AP Chatfield,521,France,Male,30,2,107316.09,1,1,0,64299.82,0
1038,15631090,AP Volkova,625,France,Female,24,1,0,2,1,1,180969.55,0
1039,15581515,AP Archer,523,France,Male,30,1,83181.29,1,1,1,138176.78,0
1040,15577514,AP Ch'iu,714,France,Female,72,3,0,1,1,1,86733.61,0
1041,15780906,AP McKay,580,Spain,Male,67,3,153946.14,1,1,1,7418.92,0
1042,15692353,AP Craig,722,France,Male,30,5,0,2,1,0,166376.54,0
1043,15594005,AP Abramovich,630,Spain,Female,39,7,135483.17,1,1,0,140881.2,1
1044,15570453,AP Chien,579,France,Male,35,1,0,2,1,0,4460.2,0
1045,15779095,AP Timms,670,France,Female,38,4,119624.54,2,1,1,110472.12,0
1046,15786016,AP Williford,588,Spain,Male,34,6,121132.26,2,1,0,86460.28,0
1047,15644236,AP Hamilton,807,Spain,Female,42,1,0,1,1,0,16500.66,1
1048,15793985,AP Cheng,726,France,Female,48,4,0,1,1,0,114020.06,1
1049,15645139,AP Su,812,Germany,Male,25,5,54817.55,1,1,0,131660.31,0
1050,15705896,AP McKenzie,631,Germany,Male,40,3,107949.45,1,1,0,52449.62,1
1051,15623864,AP Akobundu,682,France,Male,30,4,0,1,0,1,161465.31,0
1052,15715039,AP Ko,625,Spain,Female,49,2,80816.45,1,1,1,20018.79,0
1053,15623507,AP Marcelo,607,Germany,Male,38,3,98205.77,1,1,0,176318.27,0
1054,15798384,AP Chukwuebuka,600,Spain,Female,50,6,94684.27,1,1,1,50488.91,0
1055,15743052,AP MacDonald,602,Spain,Female,22,7,141604.76,1,1,0,30379.6,0
1056,15769535,AP Lampungmeiua,545,Spain,Female,74,3,0,2,1,1,161326.73,0
1057,15798557,AP Tai,675,Spain,Male,33,3,0,2,1,0,45348.08,0
1058,15706570,AP Enyinnaya,581,France,Female,47,1,122949.14,1,0,0,180251.68,1
1059,15706222,AP McKenzie,640,Germany,Male,33,8,81677.22,2,0,0,34925.56,0
1060,15812233,AP Kline,850,France,Male,38,7,80293.98,1,0,0,126555.74,0
1061,15650969,AP Ma,490,Spain,Female,48,8,155413.06,1,1,0,187921.3,0
1062,15693027,AP Wood,710,Spain,Female,38,4,0,2,1,1,136390.88,0
1063,15631225,AP Riggs,613,Germany,Male,38,9,67111.65,1,1,0,78566.64,1
1064,15762234,AP Capon,812,France,Male,34,5,103818.43,1,1,1,166038.27,0
1065,15699634,AP Smith,723,France,Female,20,4,0,2,1,1,140385.33,0
1066,15692780,AP Davison,512,France,Male,36,4,152169.12,2,0,0,38629.3,1
1067,15688999,AP Ingram,731,France,Female,52,10,0,1,1,1,24998.75,1
1068,15599167,AP Dilke,650,Germany,Male,26,4,214346.96,2,1,0,128815.33,0
1069,15680339,AP Gibson,594,France,Male,57,6,0,1,1,0,19376.56,1
1070,15628710,AP Iadanza,844,France,Male,40,7,113348.14,1,1,0,31904.31,1
1071,15648111,AP Hebert,686,Germany,Female,47,5,170935.94,1,1,0,173179.79,1
1072,15587006,AP Pinto,695,Germany,Male,52,8,103023.26,1,1,1,22485.64,0
1073,15625734,AP Dumetochukwu,624,Spain,Female,23,6,0,2,0,1,196668.51,0
1074,15790533,AP Ross,503,Spain,Male,37,6,0,2,0,0,136506.86,0
1075,15682654,AP Jamieson,535,France,Female,31,7,111855.04,2,1,1,36278.89,0
1076,15762973,AP Chiganu,743,Germany,Female,32,6,140348.56,2,1,1,163254.39,0
1077,15750965,AP Burgess,702,Spain,Male,39,8,0,2,1,0,99654.13,0
1078,15729868,AP Cheng,658,France,Male,29,3,145512.84,1,1,0,20207.02,0
1079,15633686,AP Woods,677,Germany,Female,41,8,146720.98,2,1,1,4195.84,0
1080,15748892,AP Liang,664,France,Male,32,10,107209.73,1,1,1,112340.2,0
1081,15589231,AP Bluett,766,Germany,Female,38,7,130933.74,1,0,1,2035.94,0
1082,15699947,AP Chapman,461,Spain,Female,35,8,0,1,1,0,132295.95,0
1083,15663474,AP Andrejew,688,Spain,Male,36,0,89772.3,1,1,0,177383.68,1
1084,15692619,AP Udobata,678,France,Female,32,5,0,2,1,0,90284.47,0
1085,15591293,AP Ejimofor,796,France,Male,24,8,0,2,1,0,61349.37,0
1086,15646549,AP Spyer,803,France,Male,42,5,0,1,1,0,196466.83,1
1087,15708099,AP Walker,712,France,Male,36,2,100749.5,3,0,0,70758.37,1
1088,15696134,AP Palermo,498,France,Female,31,10,0,2,1,0,13892.57,0
1089,15645553,AP Philip,850,Spain,Male,22,2,0,2,1,1,9684.52,0
1090,15649780,AP Fallaci,628,France,Female,51,3,123981.31,2,1,1,40546.15,0
1091,15604340,AP Perry,539,Germany,Female,34,4,91622.42,1,1,1,136603.42,0
1092,15784128,AP Henderson,732,France,Male,36,7,126195.81,1,1,1,133172.48,0
1093,15585234,AP Bergamaschi,715,France,Male,41,4,94267.9,1,0,1,152821.12,1
1094,15624383,AP Fokine,651,France,Male,40,4,0,2,1,1,147715.83,0
1095,15621723,AP Mackay,813,France,Male,34,0,0,2,1,0,43169.15,0
1096,15689117,AP Wu,692,France,Male,29,4,0,1,1,0,76755.99,1
1097,15813204,AP Maslova,756,Germany,Female,39,3,100717.85,3,1,1,73406.04,1
1098,15604331,AP Wei,543,France,Male,36,6,0,2,1,0,176728.28,0
1099,15724163,AP McLean,790,France,Female,26,4,141581.71,2,0,0,98309.27,0
1100,15673091,AP Sung,494,Spain,Male,38,7,0,2,1,1,6203.66,0
1101,15768237,AP Paterson,850,France,Female,39,2,148586.64,1,1,1,176791.27,0
1102,15782255,AP Fanucci,703,Spain,Male,29,9,0,2,1,0,50679.48,0
1103,15746446,AP Thompson,432,Spain,Male,38,7,0,2,1,0,150580.88,0
1104,15780180,AP Tisdall,512,Germany,Female,32,2,123403.85,2,1,0,80120.19,0
1105,15590512,AP Onochie,589,France,Male,28,7,0,2,1,0,151645.96,0
1106,15624329,AP Mironova,514,France,Female,46,3,106511.85,1,1,0,55072.32,0
1107,15618218,AP Ndubueze,678,France,Female,38,2,0,2,0,0,115068.99,0
1108,15660352,AP Stephenson,420,Germany,Female,34,1,135549.9,1,0,0,149471.13,1
1109,15678922,AP Golubev,679,Germany,Male,38,7,110555.37,2,1,0,46522.68,0
1110,15616366,AP Liao,595,France,Male,31,4,0,2,1,0,189995.86,0
1111,15592265,AP Mullan,713,France,Female,52,0,185891.54,1,1,1,46369.57,1
1112,15798460,AP Glover,833,Germany,Male,59,1,130854.59,1,1,1,30722.52,1
1113,15714786,AP Northey,690,France,Female,42,3,92578.14,2,0,0,70810.6,0
1114,15648836,AP Paterson,731,Germany,Female,21,8,132312.06,1,1,0,106663.46,1
1115,15626183,AP Maclean,608,France,Female,62,8,144976.5,1,0,0,175836.03,1
1116,15626644,AP Howarde,479,Spain,Male,48,5,87070.23,1,0,1,85646.41,0
1117,15723286,AP Teng,519,France,Male,42,8,0,2,1,1,101485.72,0
1118,15592619,AP Colman,731,France,Female,47,1,115414.19,3,0,0,191734.67,1
1119,15759417,AP Johnson,617,Spain,Male,61,7,91070.43,1,1,1,101839.77,0
1120,15585277,AP Butcher,756,Spain,Male,29,2,117412.19,2,1,0,4888.91,0
1121,15589394,AP Stanley,848,Germany,Male,31,4,90018.45,2,1,0,193132.98,0
1122,15672740,AP Jackson,809,France,Female,24,4,0,2,1,0,193518.76,0
1123,15789991,AP Hu,698,Germany,Male,56,1,112414.81,2,0,0,93982.02,1
1124,15596836,AP Hill,779,Germany,Male,33,1,158456.76,1,1,1,197000.92,1
1125,15627341,AP Pan,606,Spain,Male,35,7,0,1,1,0,106837.06,1
1126,15645352,AP Han,612,Germany,Female,58,1,149641.53,1,1,1,115161.28,0
1127,15594009,AP Wilkie,663,Spain,Female,33,8,122528.18,1,1,0,196260.3,0
1128,15647337,AP Bray,549,Germany,Female,45,3,143734.01,2,1,1,96404.38,0
1129,15750294,AP Ann,675,France,Female,32,2,155663.31,1,1,0,97658.66,0
1130,15685345,AP Souter,669,France,Female,35,7,0,1,1,1,49108.23,1
1131,15628241,AP Greco,571,Germany,Female,34,1,101736.66,1,0,1,195651.66,0
1132,15734010,AP Mao,500,Spain,Male,37,9,125822.21,1,1,0,111698,0
1133,15762146,AP Anderson,628,France,Male,37,0,0,2,1,1,171707.93,0
1134,15706935,AP Ma,559,France,Male,34,4,0,2,1,1,66721.98,0
